CNPJ,NOME_FANTASIA,RAZAO_SOCIAL,CIDADE,ESTADO,LOGRADOURO,NUMERO,BAIRRO,CEP,DT_ABERTURA,PORTE,FAIXA_PORTE,FAIXA_FATURAMENTO,VL_CAPITAL_SOCIAL,ATIVIDADE_PRINCIPAL_0,SOCIOS_CARGO,DOMINIOS,LINKEDIN,TELEFONE_GOOGLE_PRO,TELEFONE_PRO_DECISOR,TELEFONE_PRO,EMAILS
21.599.995/0001-29,Não Informado,FRANCOLIN CURY ALOUCHE E RAMOS SOCIEDADE DE ADVOGADOS,SAO PAULO,SP,AVENIDA ENGENHEIRO LUIZ CARLOS BERRINI,105,CIDADE MONCOES,04571-010,26/11/2014,DEMAIS,PEQUENA,DE 2.5 MM A 4.7 MM,"R$ 850.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,FABIO TADEU RAMOS FERNANDES - (SÓCIO-ADMINISTRADOR) | RENATO JOSE CURY - (SÓCIO-ADMINISTRADOR) | ANDREA PITTHAN FRANCOLIN - (SÓCIO COM CAPITAL) | LUIZ FERNANDO ALOUCHE - (SÓCIO COM CAPITAL) | TAMIRA MAIRA FIORAVANTE - (SÓCIO SEM CAPITAL) | RODRIGO ROSALEM SENESE - (SÓCIO SEM CAPITAL) | MARIANNE CALIL JORGE - (SÓCIO SEM CAPITAL) | RENATA FERRAIOLI - (SÓCIO SEM CAPITAL) | MARTIN ISQUIERDO ALLGAYER - (SÓCIO SEM CAPITAL) | RAFAELLA LOWENTHAL - (SÓCIO SEM CAPITAL) | MARCO ANTONIO SAVAZZO DUARTE FILHO - (SÓCIO SEM CAPITAL) | AMANDA CRISTINA ROCHA - (SÓCIO SEM CAPITAL) | GABRIELA LIBMAN - (SÓCIO SEM CAPITAL) | MILENA GOMES FRANCISCO TEIXEIRA - (SÓCIO SEM CAPITAL) | SAMIRA POMPEO DA SILVA COSTA - (SÓCIO SEM CAPITAL) | PEDRO AUGUSTO DE JESUS - (SÓCIO SEM CAPITAL) | FERNANDO SOAVE NOGUEIRA - (SÓCIO SEM CAPITAL) | BRUNA MELLER - (SÓCIO SEM CAPITAL) | GABRIELA LOBO BADIA - (SÓCIO SEM CAPITAL) | ISADORA DE ARAUJO CINTRA PEREIRA - (SÓCIO SEM CAPITAL) | CARLOS VINICIUS DIAS PINTO - (SÓCIO SEM CAPITAL) | RAQUEL COLACIOPPO MIRAGAIA - (SÓCIO SEM CAPITAL) | TANIA KYRISSOGLOU - (SÓCIO SEM CAPITAL) | GABRIELA ELISA BENICIO DA SILVA - (SÓCIO SEM CAPITAL) | SUELEN OLIVEIRA MOTA - (SÓCIO SEM CAPITAL) | RODRIGO GOMES VIEIRA - (SÓCIO SEM CAPITAL) | GABRIELLA FERNANDES JULIO - (SÓCIO SEM CAPITAL) | LAIZ RIBEIRO PATRICIO - (SÓCIO SEM CAPITAL) | ISABELLA ARRAIS ARAUJO - (SÓCIO SEM CAPITAL) | ANDREA DE ALMEIDA LIUZZI - (SÓCIO SEM CAPITAL),"https://iwrcf.com.br, https://fcaradv.com.br, http://www.iwrcf.com.br/",https://www.linkedin.com/company/fcaradvogados,(11) 45505000,(11)976841560 | (12)997263863 | (11)980500620 | (11)985935359 | (21)986114052 | (11)981818466 | (11)981339379 | (11)976280055 | (11)995996399 | (11)974910525 | (11)996389438 | (11)997243802 | (31)989599691 | (11)991874735 | (11)959367381 | (11)988127506 | (11)994811891 | (11)982336403 | (11)989628984 | (11)982632404 | (31)989430892 | (11)948640291 | (11)996889930 | (11)981956395,(11)930796317 | (11)930796229 | (11)45505000,tsabatini@iwrcf.com.br | voliveira@iwrcf.com.br | lsmith@iwrcf.com.br | fioshimoto@iwrcf.com.br | me@iwrcf.com.br | tcamargo@iwrcf.com.br | cmendes@iwrcf.com.br | vgiersztajn@iwrcf.com.br | tatiana.m@iwrcf.com.br | mariana.t@iwrcf.com.br | tfortes@iwrcf.com.br | pcampalle@iwrcf.com.br | rsilva@iwrcf.com.br | lzini@iwrcf.com.br | contato@iwrcf.com.br | flotufo@iwrcf.com.br | frodrigues@iwrcf.com.br | nmarques@iwrcf.com.br | rharon@iwrcf.com.br | fpernambuco@iwrcf.com.br | psilva@iwrcf.com.br | lalouche@iwrcf.com.br | cyokoyama@iwrcf.com.br | tsaliba@iwrcf.com.br | njuvenal@iwrcf.com.br | tflorence@iwrcf.com.br | v.oliveira@iwrcf.com.br | arocha@iwrcf.com.br | rh@iwrcf.com.br | bdudas@iwrcf.com.br | vanessa-oliveira@iwrcf.com.br | myazigi@iwrcf.com.br | rrechter@iwrcf.com.br | hcarvalho@iwrcf.com.br | andrea@iwrcf.com.br | tribeiro@iwrcf.com.br | bconsentino@iwrcf.com.br | sgiglio@iwrcf.com.br | grighetti@iwrcf.com.br | ccampos@iwrcf.com.br | mjorge@iwrcf.com.br | mvalente@iwrcf.com.br | lwerneck@iwrcf.com.br | rlowenthal@iwrcf.com.br | vbatezini@iwrcf.com.br | mlima@iwrcf.com.br | blacaz@iwrcf.com.br | vanessao@iwrcf.com.br | vanessa.o@iwrcf.com.br | apereira@iwrcf.com.br | aalves@iwrcf.com.br | rcury@iwrcf.com.br | dnascimento@iwrcf.com.br | czing@iwrcf.com.br | cmargonari@iwrcf.com.br | ccastro@iwrcf.com.br | hpapis@iwrcf.com.br | dcosta@iwrcf.com.br | iribeiro@iwrcf.com.br | recepcao@iwrcf.com.br | rocha@iwrcf.com.br | ifioratto@iwrcf.com.br | lfontana@iwrcf.com.br | bmattos@iwrcf.com.br | mpinho@iwrcf.com.br | contato@fcaradv.com.br | rsouzalaw@gmail.com
21.860.236/0001-78,SANTOS SANTANA SOCIEDADE DE ADVOGADOS,SANTOS SANTANA SOCIEDADE DE ADVOGADOS,SAO PAULO,SP,RUA OLIMPIADAS,205,VILA OLIMPIA,04551-000,22/01/2015,DEMAIS,PEQUENA,DE 2.5 MM A 4.7 MM,"R$ 540.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,HELVIO SANTOS SANTANA - (SÓCIO-ADMINISTRADOR) | SYLVIE BOECHAT - (SÓCIO COM CAPITAL) | AMANDA FAGUNDES MAGRANER - (SÓCIO SEM CAPITAL) | KAMILLA GUARNIERI LEAO MARQUES - (SÓCIO SEM CAPITAL) | LIGIA NASCIMENTO SASSO - (SÓCIO SEM CAPITAL) | EDERSON RODRIGUES DOS SANTOS CHAVES - (SÓCIO SEM CAPITAL) | FERNANDA DA LUZ COSENZO - (SÓCIO SEM CAPITAL) | STEPHANY PRADO SPATZ - (SÓCIO SEM CAPITAL) | BRUNO SAMPAIO TOSCANO - (SÓCIO SEM CAPITAL) | FELIPE HORWATH DE LIMA - (SÓCIO SEM CAPITAL) | RAFAEL PEPELIASCOV SANTANA - (SÓCIO SEM CAPITAL) | GABRIELA CAROLINA TRAVAGLIA LEITE - (SÓCIO SEM CAPITAL) | FRANCISCO DAS CHAGAS ALVES - (SÓCIO SEM CAPITAL) | LEONARDO LEITE RISTOW - (SÓCIO SEM CAPITAL) | ANA PAULA CARDOSO GONCALVES - (SÓCIO SEM CAPITAL) | NATALIA DOZZA - (SÓCIO SEM CAPITAL) | ISABELA MORALES BANJAI - (SÓCIO SEM CAPITAL) | BRENDA XAVIER SOARES DE MENEZES - (SÓCIO SEM CAPITAL) | PAMELA CAROLINE MACHADO - (SÓCIO SEM CAPITAL) | VICTOR ONIVAR VERISSIMO DE OLIVEIRA - (SÓCIO SEM CAPITAL) | CAIO MARTINS GOMES - (SÓCIO SEM CAPITAL) | BRUNA LUTGENS MINGHINI COELHO LOUREIRO - (SÓCIO SEM CAPITAL) | ANA LUZIA FERREIRA FRANCISCO - (SÓCIO SEM CAPITAL) | CRISTIANE KODAMA AOKI - (SÓCIO SEM CAPITAL) | FABIANA FONSECA DICEZARE - (SÓCIO SEM CAPITAL) | FLAVIA DE LIMA GUIMARAES - (SÓCIO SEM CAPITAL),"https://santosesantana.com.br, http://www.santosesantana.com.br/",,(11) 27374465,(11)999475102 | (19)988498470 | (11)975517161 | (11)957846669 | (11)997471422 | (11)963933898 | (11)983569743 | (11)991016434 | (11)982421606 | (11)981124664 | (11)996889669 | (11)956181801 | (11)981230777 | (11)994571162 | (11)989812007 | (11)947606563 | (11)959279380 | (11)957234208 | (11)972287988 | (11)947475468 | (19)978204138 | (41)992778483 | (11)981536229 | (11)931474178 | (43)991088783 | (11)943833276,(11)27374496 | (11)27374465,atendimento@santosesantana.com.br
21.949.880/0001-17,MDR ADVOCACIA,MARCOS DELLI RIBEIRO RODRIGUES ADVOGADOS ASSOCIADOS,NATAL,RN,RUA DESEMBARGADOR JOSE GOMES DA COSTA,1975,CAPIM MACIO,59082-140,19/02/2015,DEMAIS,PEQUENA,DE 2.5 MM A 4.7 MM,"R$ 1.000.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,MARCOS DELLI RIBEIRO RODRIGUES - (SÓCIO-ADMINISTRADOR) | BRUNA PAULA DA COSTA RIBEIRO - (SÓCIO COM CAPITAL) | NATALIA RIBEIRO LINHARES - (SÓCIO COM CAPITAL) | WEUDER MARTINS CAMARA - (SÓCIO COM CAPITAL) | RODRIGO CAVALCANTI - (SÓCIO COM CAPITAL),https://mdradvocacia.com,,,(84)996226286,(84)999960351 | (84)999960328 | (84)999960201,marcosdelli@yahoo.com.br
22.035.424/0001-24,RPZ ADVOGADOS,"REIS, ROSA, PRIULI & ZIMMERMANN ADVOGADOS",RIO DE JANEIRO,RJ,AVENIDA RIO BRANCO,12,CENTRO,20090-000,17/07/2014,DEMAIS,PEQUENA,DE 1.5 MM MIL A 2.5 MM,"R$ 15.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,ROBERTA ABREU DA CRUZ ZIMMERMANN - (SÓCIO COM CAPITAL) | FELIPE HEINE REIS - (SÓCIO-ADMINISTRADOR) | DENNYS LOPES ZIMMERMANN PINTA - (SÓCIO-ADMINISTRADOR) | NICOLE NASCIMENTO PRIULI - (SÓCIO COM CAPITAL) | BRUNO DE MELO MACIEL - (SÓCIO-ADMINISTRADOR) | SERGIO CAVALIERI FILHO - (SÓCIO COM CAPITAL) | LEONARDO FIAD - (SÓCIO COM CAPITAL) | FELIPE ROSA - (SÓCIO COM CAPITAL) | PAULA DE OLIVEIRA ABRANCHES - (SÓCIO COM CAPITAL) | BARBARA DATYSGELD DE LIMA - (SÓCIO SEM CAPITAL) | EDUARDA PEREIRA MACEDO DOURADO - (SÓCIO SEM CAPITAL) | NARAYANA TEIXEIRA VARGAS - (SÓCIO SEM CAPITAL) | CARLOS HENRIQUE GONCALVES - (SÓCIO SEM CAPITAL) | ANA GABRIELA BALTAZAR JALLAGEAS - (SÓCIO SEM CAPITAL) | NATALIA SACCENTI LOPES BOSSLER - (SÓCIO SEM CAPITAL) | SIMONE APARECIDA DE MENEZES - (SÓCIO SEM CAPITAL) | DIEGO AUGUSTO NEPOMUCENO - (SÓCIO SEM CAPITAL) | FELIPE AMARAL DE MATTOS - (SÓCIO SEM CAPITAL) | LUCIANA SILVA SOUSA - (SÓCIO SEM CAPITAL) | NATALIA MOURA SALAZAR - (SÓCIO SEM CAPITAL) | FABIO FERRARI TOLMASQUIM - (SÓCIO SEM CAPITAL) | MARIANA MARTINELLI DE VASCONCELLOS BOSELLI - (SÓCIO SEM CAPITAL) | VITORIA DA COSTA LOURENCO - (SÓCIO SEM CAPITAL) | JULIA CANTARELLA DE PAULA - (SÓCIO SEM CAPITAL) | GABRIELA MARTINUCCI DE CARVALHO - (SÓCIO SEM CAPITAL) | ANDREZZA DE MENEZES FIGUEREDO - (SÓCIO SEM CAPITAL) | CAMILA PRADO PERRELA FERRARI - (SÓCIO SEM CAPITAL) | FABIO SATORU SATO - (SÓCIO SEM CAPITAL),https://rpzadvogados.com.br,https://www.linkedin.com/company/rpzadvogados/,,(21)999828510 | (21)999022128 | (11)991538115 | (11)994661507 | (11)981883084 | (21)999125783 | (11)972709470 | (21)999267895 | (21)990337302 | (21)999458368 | (11)986021343 | (11)988787515 | (21)998093031 | (11)989844976 | (11)987746845 | (21)993984399 | (21)992959006 | (13)996385988,(21)993359032 | (21)39007588 | (21)38880032 | (11)31995380,financeiro@rpzadvogados.com.br | betazimmermann@gmail.com
22.208.927/0001-54,Não Informado,E. MUNHOZ - SOCIEDADE DE ADVOGADOS,SAO PAULO,SP,AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK,1600,VILA NOVA CONCEICAO,04543-000,02/03/2015,DEMAIS,PEQUENA,DE 2.5 MM A 4.7 MM,"R$ 10.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,CAROLINA MACHADO LETIZIO VIEIRA - (SÓCIO COM CAPITAL) | JOAO VICENTE LAPA DE CARVALHO - (SÓCIO COM CAPITAL) | ANA ELIAS BORGES GONCALVES - (SÓCIO COM CAPITAL) | EDUARDO SECCHI MUNHOZ - (SÓCIO-ADMINISTRADOR) | LAURA AMARAL PATELLA - (SÓCIO COM CAPITAL) | FERDINANDO CESAR LUNARDI FILHO - (SÓCIO COM CAPITAL) | PAULO DE TARSO DO NASCIMENTO MAGALHAES - (SÓCIO-ADMINISTRADOR) | ANA ELISA LAQUIMIA DE SOUZA - (SÓCIO COM CAPITAL) | GABRIELA MATTA RISTOW - (SÓCIO COM CAPITAL) | DANILO DOMINGUES GUIMARAES - (SÓCIO COM CAPITAL) | RAPHAEL MALDI MENDES - (SÓCIO COM CAPITAL) | AMANDA SANCHES DE SOUZA - (SÓCIO COM CAPITAL) | CAIO OLIVEIRA BARROS - (SÓCIO COM CAPITAL) | LUCAS PEREIRA CALMON - (SÓCIO COM CAPITAL) | CARLOS MANOEL MARQUES LIMA HOLANDA COSTA - (SÓCIO COM CAPITAL) | ISABELLA DE CARVALHO RAMOS BORTOLETTO - (SÓCIO COM CAPITAL) | ANDRE TOLEDO VITA ABREU - (SÓCIO COM CAPITAL) | AGATHA D ALMEIDA MAGALHAES - (SÓCIO COM CAPITAL) | GABRIEL RIBEIRO MAGALHAES - (SÓCIO COM CAPITAL) | JULIA CASTRO CONSTANTINO - (SÓCIO COM CAPITAL) | GIULIA ALBERTI SOARES - (SÓCIO COM CAPITAL) | GUSTAVO DE OLIVEIRA KFOURI - (SÓCIO COM CAPITAL),"https://emunhoz.com.br, http://emunhoz.com.br/contato.htm",,(11) 30801930,(11)993300409 | (11)976207207 | (11)989578331 | (11)973361674 | (11)999006819 | (11)999557565 | (11)981991704 | (11)994380746 | (11)999379922 | (11)998436559 | (11)992861030 | (11)941912284,(11)30801930 | (11)945353813,
22.481.687/0001-67,TUMA E TORRES ADVOGADOS ASSOCIADOS,"TUMA , TORRES & ADVOGADOS ASSOCIADOS SOCIEDADE DE ADVOGADOS",MANAUS,AM,RUA FERREIRA PENA,170,CENTRO,69010-140,24/02/2015,DEMAIS,PEQUENA,DE 1.5 MM MIL A 2.5 MM,"R$ 400.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,NICOLLE SOUZA DA SILVA SCARAMUZZINI TORRES - (SÓCIO-ADMINISTRADOR) | MARCIO PINTO MARTINS TUMA - (SÓCIO-ADMINISTRADOR),"https://egipel.com.br, https://www.tumaetorres.com.br, https://www.tumaetorres.com.br/",,(92) 32345737,(91)988010017,(92)982140166 | (92)981283905 | (92)982112000 | (92)32345737,atendimentomanaus@tumaetorres.com.br
22.675.841/0001-31,TORRES & FREITAS SOCIEDADE DE ADVOGADOS,A. C. FREITAS ADVOGADOS ASSOCIADOS,SAO PAULO,SP,RUA FUNCHAL,203,VILA OLIMPIA,04551-904,25/05/2015,DEMAIS,PEQUENA,DE 2.5 MM A 4.7 MM,"R$ 10.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,ANTONIO CARLOS DE FREITAS JUNIOR - (SÓCIO-ADMINISTRADOR) | THAMIRES VIEIRA PINHEIRO - (SÓCIO SEM CAPITAL) | ENZO SCATOLIN CAMACHO - (SÓCIO SEM CAPITAL) | RODRIGO DE JESUS GENUNCIO DE CARVALHO - (SÓCIO SEM CAPITAL) | JULIA SBRUZZI DE AGUIAR CARVALHO DE ALMEIDA - (SÓCIO SEM CAPITAL) | RENATA CRISTINA DE CAMARGO FREITAS - (SÓCIO SEM CAPITAL),"https://freitasjunioradvocacia.com.br, https://freitasjunioradvocacia.com.br/, https://torresadvogadosassociados.com.br",,(11) 38769377,(11)972067102 | (12)981215626 | (11)914061206,(11)991081547 | (61)998960778 | (11)21831040 | (11)21831041 | (11)38769377,ricardo@torresefreitas.com.br | acfreitas@acfreitas.com.br | contato@torresefreitas.com.br
22.711.001/0001-87,Não Informado,GIAMUNDO NETO SOCIEDADE DE ADVOGADOS,SAO PAULO,SP,RUA FIDENCIO RAMOS,223,VILA OLIMPIA,04551-010,15/06/2015,DEMAIS,PEQUENA,DE 1.5 MM MIL A 2.5 MM,"R$ 100.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,GIUSEPPE GIAMUNDO NETO - (SÓCIO-ADMINISTRADOR) | CAMILLO GIAMUNDO - (SÓCIO-ADMINISTRADOR) | PHILIPPE AMBROSIO CASTRO E SILVA - (SÓCIO SEM CAPITAL) | THAYS CHRYSTINA MUNHOZ DE FREITAS - (SÓCIO SEM CAPITAL) | FERNANDA LEONI - (SÓCIO SEM CAPITAL) | DIOGO ALBANEZE GOMES RIBEIRO - (SÓCIO SEM CAPITAL) | MARIANA DIAS CAPOZOLI - (SÓCIO SEM CAPITAL) | LUIZ FELIPE PINTO LIMA GRAZIANO - (SÓCIO SEM CAPITAL) | GABRIELA SOELTL - (SÓCIO SEM CAPITAL) | MARILIA DE OLIVEIRA BASSI - (SÓCIO SEM CAPITAL) | SALVADOR BELIZ ABRA OLIVEIRA - (SÓCIO SEM CAPITAL) | DANIEL ALMEIDA STEIN - (SÓCIO SEM CAPITAL) | GEOVANNE LUCAS SILVA RIBEIRO - (SÓCIO SEM CAPITAL) | CHRISTIAN FERNANDES GOMES DA ROSA - (SÓCIO SEM CAPITAL) | BRUNA DE OLIVEIRA FARIAS - (SÓCIO SEM CAPITAL) | DAVI MADALON FRAGA - (SÓCIO SEM CAPITAL) | CARLOS EDUARDO TARKIELTAUB ORDINE - (SÓCIO SEM CAPITAL) | JOAQUIM AUGUSTO MELO DE QUEIROZ - (SÓCIO SEM CAPITAL) | CLICIA KAYALLA GONCALVES DE SOUZA - (SÓCIO SEM CAPITAL) | BRUNO GIAVENO - (SÓCIO SEM CAPITAL) | GABRIEL CARNAVAL ROSA DA SILVA DO NASCIMENTO - (SÓCIO SEM CAPITAL) | JULIANA MEDEIROS DA SILVA - (SÓCIO SEM CAPITAL) | JULIANA SANTOS PINTO COELHO - (SÓCIO SEM CAPITAL) | CARLOS ALBERTO LAURINO - (SÓCIO SEM CAPITAL) | BRUNO MARTINS TEIXEIRA - (SÓCIO SEM CAPITAL) | VICTORIA ZITO SANTOS - (SÓCIO SEM CAPITAL) | LARA DE COUTINHO PINTO - (SÓCIO SEM CAPITAL) | ANTONIO CARLOS PAIVA BASTOS - (SÓCIO SEM CAPITAL) | THAINA COVOS MONTEIRO - (SÓCIO SEM CAPITAL) | RODRIGO DE PINHO BERTOCCELLI - (SÓCIO SEM CAPITAL) | LUCAS DE LARA PINTO - (SÓCIO SEM CAPITAL) | ISABELA DIAS MESQUITA RODRIGUES - (SÓCIO SEM CAPITAL) | BRUNNA LIRA BRANDAO FERNANDES - (SÓCIO SEM CAPITAL) | DEYSIANNE DE SOUZA LEITE MELO MOURA - (SÓCIO SEM CAPITAL) | NATALIA ROMANO DE JESUS - (SÓCIO SEM CAPITAL) | BRENDA GABRIELLE DA SILVA MONTICELLI - (SÓCIO SEM CAPITAL) | DANIEL RAMOS MAPRELIAN - (SÓCIO SEM CAPITAL) | FERNANDO GUIMARAES MANDAJI - (SÓCIO SEM CAPITAL) | LILIAN PASCOAL FERREIRA DA SILVA - (SÓCIO SEM CAPITAL) | ISABELA RIAL DIAS - (SÓCIO SEM CAPITAL) | MATEUS ANDRADE FERRAZ - (SÓCIO SEM CAPITAL) | FERNANDO MEDICI JUNIOR - (SÓCIO SEM CAPITAL) | CAIO GREB FUGIWARA GARCIA - (SÓCIO SEM CAPITAL),"https://www.giamundo.com.br, https://giamundoneto.com.br, https://www.giamundo.com.br/",,(11) 30459191,(11)971075068 | (11)974666669 | (11)957267041 | (11)950260308 | (11)930081331 | (11)997676345 | (11)997731847 | (11)985012673 | (11)981152408 | (11)985154685 | (21)974590575 | (11)982791835 | (11)981225112 | (11)999010711 | (11)986751921 | (11)975670084 | (11)987200959 | (11)992779977 | (11)930175807 | (11)982676699 | (11)978216053 | (11)972723132 | (12)981541637 | (11)952583009 | (11)968227055 | (19)996393516 | (11)957093300 | (11)942722644 | (11)971702009 | (11)974858001 | (11)991905985 | (11)986770377 | (11)981882522 | (87)996188424 | (15)981502098,(11)30459191 | (11)32073942,financeiro@giamundoneto.com.br | giuseppe@giamundoneto.com.br | manoelmota@terra.com.br
22.934.356/0001-35,Não Informado,MARCUSSI E MAZOTI SOCIEDADE DE ADVOGADAS,ORLANDIA,SP,AVENIDA 03,292,CENTRO,14620-000,27/01/2015,DEMAIS,PEQUENA,DE 1.5 MM MIL A 2.5 MM,"R$ 10.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,SHEILA APARECIDA MARTINS MARCUSSI - (SÓCIO-ADMINISTRADOR) | MARLEI MAZOTI RUFINE - (SÓCIO-ADMINISTRADOR),"https://marcussiadvogados.com.br, https://marcussimazotiadvocacia.com.br, https://marcussimazotiadvocacia.com.br/",,(16) 38264543,(16)996411508 | (16)999950909,(34)991318379 | (16)990502100 | (16)991835320 | (16)37262100 | (16)38264543 | (34)36647754 | (34)991368379,ms.advogadas@superig.com.br
23.219.286/0001-04,Não Informado,FLAVIO SIGNORETTI TAVARES SOCIEDADE DE ADVOGADOS,CAPELINHA,MG,RUA GOVERNADOR VALADARES,140,CENTRO,39680-000,18/08/2015,DEMAIS,PEQUENA,DE 1.5 MM MIL A 2.5 MM,"R$ 50.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,FLAVIO SIGNORETTI TAVARES - (SÓCIO-ADMINISTRADOR) | DIEGO BARBOSA SANTOS - (SÓCIO-ADMINISTRADOR),https://flaviosignorettiadvogados.com.br,,,(33)991062398 | (33)991125977,(34)999603862 | (33)998693843 | (33)35162745 | (31)31411470 | (33)991043222 | (31)971936438 | (33)988458863,
23.857.353/0001-08,Não Informado,LICKS SOCIEDADE DE ADVOGADOS.,SAO PAULO,SP,RUA GEORGE OHM,230,CIDADE MONCOES,04576-020,19/10/2015,DEMAIS,PEQUENA,DE 1.5 MM MIL A 2.5 MM,"R$ 10.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,OTTO BANHO LICKS - (SÓCIO-ADMINISTRADOR) | CARLOS EDUARDO CORREA DA COSTA DE ABOIM - (SÓCIO COM CAPITAL) | EDUARDO TELLES PIRES HALLAK - (SÓCIO COM CAPITAL) | RODRIGO DE AZEVEDO SOUTO MAIOR - (SÓCIO COM CAPITAL) | LILIANE DO ESPIRITO SANTO RORIZ DE ALMEIDA - (SÓCIO COM CAPITAL) | BRUNO BONAMAN LEMES - (SÓCIO COM CAPITAL) | PRISCILA MOREIRA FIGUEIREDO - (SÓCIO COM CAPITAL) | CARMELINA KELI UBALDO DOS SANTOS - (SÓCIO COM CAPITAL) | LIVIA CRISTINA DE OLIVEIRA COSTA - (SÓCIO COM CAPITAL) | MARIANA CERRI BELLATO - (SÓCIO COM CAPITAL) | JULIA MOURA AOKI - (SÓCIO COM CAPITAL) | FERNANDA BEATRIZ MONTEIRO PAES GOUVEA BARUTTI DE OLIVEIRA - (SÓCIO COM CAPITAL) | VICTOR MOREIRA MORO - (SÓCIO COM CAPITAL) | SARAH LADEIRA LUCAS - (SÓCIO COM CAPITAL) | LETICIA JASMIN RODRIGUES MAIDANA - (SÓCIO COM CAPITAL) | FERNANDO MARINO CALABRESI FILHO - (SÓCIO COM CAPITAL) | CAROLINA BANDIERA CAETANO - (SÓCIO COM CAPITAL) | FERNANDA VAZ DE ALMEIDA ANDRADE - (SÓCIO COM CAPITAL) | BRUNA MARCELLE CANCIO BOMFIM - (SÓCIO COM CAPITAL),,,,(11)974167691 | (11)969470251 | (11)980488400 | (11)964100723 | (11)966264096 | (21)983495921 | (11)952203002 | (11)999903553 | (21)996338898 | (21)996322103 | (21)981113153 | (11)993850267 | (11)955957168,(11)30333700 | (11)30333701,
24.377.827/0001-87,Não Informado,CONTI E SILVA SOCIEDADE DE ADVOGADOS,SAO PAULO,SP,AVENIDA AVENIDA PAULISTA 1439,1439,BELA VISTA,01311-926,19/02/2016,DEMAIS,PEQUENA,DE 1.5 MM MIL A 2.5 MM,"R$ 30.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,TIAGO DE MELO CONTI - (SÓCIO-ADMINISTRADOR) | RENATO EDUARDO DA SILVA - (SÓCIO-ADMINISTRADOR) | AMANDA IERVOLINO NAPPE - (SÓCIO SEM CAPITAL) | BEATRIZ DE SOUZA HIRATA - (SÓCIO SEM CAPITAL) | CHRISTIANE MOREIRA RAMOS - (SÓCIO SEM CAPITAL) | DANUBIA OLIVEIRA - (SÓCIO SEM CAPITAL) | JULIANA RAMOS POLI - (SÓCIO SEM CAPITAL) | KARLA DE SOUZA MORAIS - (SÓCIO SEM CAPITAL) | KAREN CASANOVA COSCARELLI - (SÓCIO SEM CAPITAL) | RAFAEL TOLENTINO BIANCHI - (SÓCIO SEM CAPITAL) | SABRINA TEIXEIRA MARQUES - (SÓCIO SEM CAPITAL),https://contisb.com.br/,,(11) 38079499,(11)994678255 | (11)981678805 | (11)972585737 | (11)981487193 | (11)973143603 | (11)996755753 | (11)972070951 | (11)993643064 | (11)982388860 | (11)994379444 | (11)994592673,(11)31710084 | (11)947049119 | (11)947042022 | (11)38079499,joao@buchhalter.com.br
